,SummonerName,WinLoss,Champion,Q casts,W casts,E casts,R casts,ChampLevel,CS,Kills,Deaths,Assists,Exp,Damage,Shielding,Healing,Total Damage Taken,Wards Placed,Wards Killed,Vision Score,Penta Kills,Game Time seconds,Crowd Control,Time spent dead,Kill participation,Team damage percentage,Skillshots hit,Skillshots dodged,Solo kills,Turret plates taken,BOTTOM,JUNGLE,MIDDLE,TOP,UTILITY
453,haoyunxiaozi,0,Kalista,39,0,131,1,13,145,5,5,9,11101,10916,0,2455,18092,8,0,13,0,1749,193,144,0.5185185185185185,0.1344398435763927,9,23,0,4,1,0,0,0,0
454,SY water God CN,0,Blitzcrank,25,25,27,16,12,15,5,4,11,9247,10349,0,2879,14213,11,0,23,0,1749,93,81,0.5925925925925926,0.1274550481291149,13,37,0,6,0,0,0,0,1
455,VirkyF7,1,Nasus,224,29,36,7,17,217,7,5,3,16752,18019,0,2482,26678,8,0,12,0,1749,623,212,0.3333333333333333,0.20304424758973066,25,29,4,2,0,0,0,1,0
456,CetiWapp,1,Udyr,87,72,132,103,14,6,5,6,7,12256,7156,0,8408,22578,3,2,12,0,1749,397,153,0.4,0.08063718168390417,28,15,2,0,0,1,0,0,0
457,LittleBlakeyC,1,Irelia,245,26,62,8,15,211,7,6,9,14386,21234,0,7209,28938,8,0,14,0,1749,68,155,0.5333333333333333,0.23927101112945467,52,37,1,0,0,0,1,0,0
458,killroomfloorboy,1,Jinx,68,43,12,9,13,142,4,7,5,10673,13491,0,1555,15081,6,2,12,0,1749,78,190,0.3,0.15202514386743704,23,24,0,5,1,0,0,0,0
459,Sairgeo,1,Brand,37,65,36,9,14,43,4,6,10,11464,28844,0,865,10618,24,5,59,0,1749,32,156,0.4666666666666667,0.32502241572947344,20,19,1,5,0,0,0,0,1
460,006spykiller2,1,Singed,21,18,20,6,16,39,3,13,29,15649,17760,0,2571,22265,0,0,0,0,948,213,252,0.6274509803921569,0.20781290736242508,53,406,1,0,0,0,0,1,0
461,Netorare Chan,1,Kayle,20,32,47,4,17,76,19,7,20,17747,31022,0,6642,22168,0,0,0,0,948,28,166,0.7647058823529411,0.36299440657681553,30,378,0,0,0,0,0,1,0
462,bzkgdeathinabox1,1,MasterYi,21,7,16,5,15,25,6,10,12,14432,11587,0,1771,17818,0,0,0,0,948,5,190,0.35294117647058826,0.13557987064226187,39,254,0,0,0,1,0,0,0
463,HeavyDirtyShrek,1,Pyke,44,27,21,12,15,4,10,9,14,14628,12848,0,5129,19038,0,0,0,0,948,79,178,0.47058823529411764,0.15033962256734357,51,254,0,0,0,0,0,0,1
464,MemePlank,1,Skarner,55,44,30,9,15,13,5,12,26,13489,12244,0,1814,24130,0,0,0,0,948,168,262,0.6078431372549019,0.14327319285115395,74,481,0,0,0,1,0,0,0
465,Squidgeey,0,Soraka,59,65,32,6,16,16,4,7,38,14981,6042,1473,16216,14818,0,0,0,0,948,211,188,0.9767441860465116,0.0621821595547761,9,25,0,0,0,0,0,0,1
466,esker,0,Akali,93,14,25,12,15,28,8,9,24,14380,18780,0,1252,23692,0,0,0,0,948,30,192,0.7441860465116279,0.19326305944383995,15,30,0,0,0,0,1,0,0
467,Vickers,0,Lucian,47,26,34,6,16,69,20,9,19,14710,28796,0,1105,19944,0,0,0,0,948,0,190,0.9069767441860465,0.2963259974073442,11,29,0,0,1,0,0,0,0
468,Frommoh,0,Jayce,74,52,54,52,15,21,16,11,29,14382,24767,0,916,20716,0,0,0,0,948,60,232,1.0465116279069768,0.25486495029026374,21,29,1,0,0,0,0,1,0
469,Ausfreak,0,Morgana,44,52,21,4,16,39,3,7,34,15210,18790,1170,2342,16608,0,0,0,0,948,73,156,0.8604651162790697,0.193363833303776,14,20,0,0,0,0,0,0,1
470,zCrayonz,1,Mordekaiser,34,25,17,3,12,12,6,5,20,9365,11213,0,2677,15310,0,0,0,0,672,11,102,1.4444444444444444,0.18788925025934233,39,44,0,0,0,0,0,1,0
471,MaMaiPiYe,1,Neeko,32,24,25,3,12,11,4,2,18,9537,13784,0,414,8282,0,0,0,0,672,68,22,1.2222222222222223,0.23096422615769924,19,17,0,0,0,0,1,0,0
472,Lunawine,1,Jinx,32,21,10,4,12,28,8,4,15,9715,12951,0,312,9515,0,0,0,0,672,56,56,1.2777777777777777,0.2170078819341296,14,24,0,0,1,0,0,0,0
473,clefairie,1,Soraka,41,46,17,4,13,2,4,2,28,10235,6662,680,14315,3721,0,0,0,0,672,184,42,1.7777777777777777,0.1116270037329966,11,23,0,0,0,0,0,0,1
474,forgotten,1,Irelia,92,13,34,3,13,65,14,5,10,10726,15070,0,1965,19780,0,0,0,1,672,53,94,1.3333333333333333,0.25251163791583225,37,44,1,0,0,0,0,1,0
475,Vickers,0,Caitlyn,26,28,10,4,11,37,5,7,9,8254,12110,0,693,9503,0,0,0,0,672,32,122,0.3888888888888889,0.24139113095899287,15,28,0,0,1,0,0,0,0
476,Frommoh,0,LeeSin,48,46,25,4,11,13,4,9,13,7968,12214,802,2195,18192,0,0,0,0,672,39,180,0.4722222222222222,0.24346582611629955,46,74,1,0,0,1,0,0,0
478,Squidgeey,0,Amumu,32,44,25,4,11,12,2,8,13,8275,5847,0,482,13873,0,0,0,0,672,35,124,0.4166666666666667,0.1165606477904374,38,95,0,0,0,1,0,0,0
479,esker,0,Ornn,37,20,15,6,11,12,4,7,12,8357,8766,0,921,12782,0,0,0,0,672,427,98,0.4444444444444444,0.17474277292605256,39,69,0,0,0,0,0,1,0
480,Big Choge,0,Ziggs,219,97,81,21,18,248,12,9,18,22945,57259,0,6273,35302,14,2,28,0,3068,456,361,0.5263157894736842,0.2509357281793629,25,39,1,1,1,0,0,0,0
481,IIIlIlIlllIllIII,0,Aatrox,387,57,163,18,18,95,14,12,14,24573,40178,0,35954,86028,3,8,31,0,3068,434,479,0.49122807017543857,0.17607913437219458,60,55,5,2,0,1,0,0,0
482,Gaon06,0,Yone,378,61,47,21,18,279,11,10,12,25535,42355,0,8696,45286,21,2,40,0,3068,220,410,0.40350877192982454,0.1856208304671154,73,65,2,1,0,0,1,0,0
483,StepKuya,0,Vladimir,571,23,161,17,18,296,9,13,16,27451,48486,0,52809,67018,17,1,27,0,3068,210,572,0.43859649122807015,0.21249062328815466,44,74,2,3,0,0,0,1,0
484,AmberRadiant,0,Senna,109,74,31,13,18,47,8,13,25,19451,39903,2758,23065,41032,44,15,103,0,3068,454,508,0.5789473684210527,0.17487368369317247,36,49,0,1,0,0,0,0,1
485, ShawnG,1,Yorick,272,39,114,17,18,245,18,11,14,27539,68133,0,28774,87506,21,0,39,0,3068,313,548,0.5925925925925926,0.2883628543849618,74,215,6,2,0,0,0,1,0
486,Vickers,1,Volibear,127,193,114,14,18,31,9,6,29,26458,33451,0,23608,65701,4,8,34,0,3068,664,269,0.7037037037037037,0.1415767734214085,75,272,1,0,0,1,0,0,0
487,Ausfreak,1,Ahri,110,163,65,77,18,180,16,11,21,24580,47027,0,11496,42286,15,1,26,0,3068,115,509,0.6851851851851852,0.19903595010097852,24,80,3,0,0,0,1,0,0
488,Fruit on Ground,1,Caitlyn,78,45,18,4,18,245,7,10,23,23283,35234,0,5883,33274,19,1,33,0,3068,116,428,0.5555555555555556,0.14912413251363704,32,120,0,1,1,0,0,0,0
489,Isabelle Light,1,Brand,76,96,69,23,18,77,7,16,19,20781,52430,0,4144,34662,48,7,100,0,3068,67,535,0.48148148148148145,0.22190028957901417,31,158,0,1,0,0,0,0,1
490,WheatByx Kid,1,DrMundo,104,23,43,4,12,138,1,4,4,9628,7844,0,4424,15765,6,2,18,0,1269,425,94,0.8333333333333334,0.18612522460096076,27,1,1,3,0,0,0,1,0
491,Yeah Gnar Bro,1,Evelynn,347,20,68,4,12,4,8,2,1,9852,5458,0,7630,16969,5,2,18,0,1269,168,46,1.5,0.12950912242818938,1,1,1,0,0,1,0,0,0
492,Astarothhh,1,Ahri,74,71,29,31,14,176,7,0,4,12652,16790,0,3445,6123,7,2,16,0,1269,42,0,1.8333333333333333,0.3983991971656109,1,11,5,3,0,0,1,0,0
493,Zenlawds,1,Kaisa,61,36,38,1,12,167,4,0,1,9845,5710,0,1754,7822,6,0,9,0,1269,56,0,0.8333333333333334,0.13549067656198824,2,2,1,4,1,0,0,0,0
494,Stryx Awesome,1,Senna,49,22,7,3,12,24,0,0,9,8819,6341,480,6388,4587,12,3,31,0,1269,137,0,1.5,0.15047577924325073,2,2,0,5,0,0,0,0,1
495,MilkDudds,0,Vayne,67,0,12,4,13,141,4,4,0,10448,11534,0,603,14794,9,0,12,0,1269,2,122,0.2,0.514934242619571,23,42,3,2,0,0,0,1,0
496,Vickers,0,Volibear,28,60,31,3,10,6,1,3,1,6575,3862,0,3973,13133,2,2,10,0,1269,270,51,0.1,0.17243383496064177,33,23,1,0,0,1,0,0,0
497,Ausfreak,0,Cassiopeia,56,6,115,3,10,88,0,5,0,6438,2309,0,77,8764,7,0,13,0,1269,44,142,0.0,0.10308416516430634,45,69,0,0,0,0,1,0,0
498,P3rsp3ctive,0,Jhin,37,15,18,10,9,120,0,6,0,5391,4182,0,617,11173,6,0,9,0,1269,70,129,0.0,0.18672939353285356,24,23,0,0,1,0,0,0,0
499,Cocoa Beans,0,Leona,3,1,6,1,9,27,0,2,0,5665,511,0,28,6958,8,1,10,0,1269,12,52,0.0,0.022818363722627313,16,31,0,0,0,0,0,0,1
500,Frommoh,0,Riven,257,54,107,22,17,213,4,9,7,16874,15742,0,3308,30788,5,0,10,0,2035,113,315,0.23404255319148937,0.1846552595466246,26,238,3,4,0,0,0,1,0
501,Vickers,0,Taliyah,157,61,51,3,14,40,2,15,6,12624,9128,0,6044,35495,7,3,20,0,2035,393,413,0.1702127659574468,0.1070707963732003,34,175,0,0,0,1,0,0,0
502,ElPoutah,0,Kassadin,58,67,52,144,16,180,8,9,6,15979,18089,0,6074,32155,13,1,22,0,2035,115,267,0.2978723404255319,0.21218687062808134,43,444,1,1,0,0,1,0,0
503,JimisJam,0,Ezreal,301,40,33,15,16,210,14,6,10,15556,35189,0,2689,21892,8,3,19,0,2035,35,148,0.5106382978723404,0.41276476934693673,31,130,0,0,1,0,0,0,0
504,Ausfreak,0,Nautilus,35,28,25,10,14,36,2,8,18,11510,7103,1419,0,21946,17,6,42,0,2035,282,238,0.425531914893617,0.08332230410515701,54,159,0,0,0,0,0,0,1
505,Sago,1,Teemo,84,66,0,82,16,139,5,5,11,16316,21831,0,2661,17875,10,7,37,0,2035,487,182,0.5333333333333333,0.1866927523271227,16,32,1,0,0,0,0,1,0
506,DJ Bigdog,1,Nocturne,95,20,33,23,16,25,9,9,16,15406,22365,0,13464,32361,8,1,34,0,2035,581,307,0.8333333333333334,0.19125757588815406,55,41,2,0,0,1,0,0,0
507,stratnumG4,1,Akali,169,12,54,27,18,181,17,2,7,19947,29818,0,5104,25785,6,0,23,0,2035,92,100,0.8,0.25498743116905725,38,56,6,2,0,0,1,0,0
508,D Glasco,1,Sivir,92,63,18,10,16,234,11,7,12,16157,31517,0,3966,18952,6,3,15,0,2035,8,191,0.7666666666666667,0.2695159602139898,38,61,0,0,1,0,0,0,0
509,dilf,1,Leona,56,47,28,10,15,51,5,7,18,13520,11407,0,1734,21468,23,6,49,0,2035,82,214,0.7666666666666667,0.09754628040167615,92,85,0,0,0,0,0,0,1
510,Argonite15,1,Tryndamere,32,9,130,9,18,284,4,8,9,23082,19791,0,9057,38717,11,3,22,0,2307,48,298,0.38235294117647056,0.12238968308867676,124,68,1,4,0,0,0,1,0
511,Taliyah Kid,1,Lillia,186,92,106,13,18,105,11,4,17,21165,52082,0,19116,47969,5,3,40,0,2307,513,191,0.8235294117647058,0.3220801082074774,68,54,5,0,0,1,0,0,0
512,Simp4Kurumi,1,Mordekaiser,209,100,84,14,18,166,9,10,18,23274,38460,0,16890,51019,11,2,22,0,2307,58,291,0.7941176470588235,0.23784310029312794,205,103,3,0,0,0,1,0,0
513,sezmae22,1,Jhin,85,58,40,29,18,206,14,7,14,20892,26435,0,5834,26923,12,0,19,0,2307,262,207,0.8235294117647058,0.16347642779227012,78,75,1,0,1,0,0,0,0
514,Sherenity,1,Pyke,84,73,68,27,17,42,22,5,9,17599,24936,0,7943,29318,56,14,115,0,2307,152,183,0.9117647058823529,0.15421068061844778,120,116,3,0,0,0,0,0,1
515,BigChunguss,0,Yorick,184,26,52,8,18,270,7,8,4,20139,40664,0,11575,49222,5,0,7,0,2307,110,279,0.18333333333333332,0.2642366582235825,18,21,3,9,0,0,0,1,0
516,R0bB0bTheCorncob,0,Nunu,83,65,235,12,16,32,5,13,12,15718,16878,0,17206,52054,8,4,21,0,2307,420,484,0.2833333333333333,0.10967934280833545,17,32,1,0,0,1,0,0,0
517,Ausfreak,0,Orianna,191,122,61,16,16,154,7,9,11,15695,35222,3080,4061,30643,9,3,18,0,2307,349,381,0.3,0.22887403815007273,14,16,2,3,0,0,1,0,0
518,Frommoh,0,Sivir,133,86,28,14,16,197,8,13,7,16355,35242,0,3178,29670,12,4,44,0,2307,113,463,0.25,0.22900450644864315,17,34,1,3,1,0,0,0,0
519,Vickers,0,Taliyah,137,49,37,9,14,56,7,17,8,12250,25885,0,184,33071,24,12,77,0,2307,207,506,0.25,0.16820545436936618,20,32,0,1,0,0,0,0,1
520,Chén Yúzhén,1,Trundle,128,58,29,8,15,157,5,4,9,14676,18483,0,11328,30037,12,3,19,0,1823,361,151,0.5833333333333334,0.21722852270907456,10,6,2,1,0,0,0,1,0
521,heliun123,1,LeeSin,182,186,120,10,14,31,7,8,11,12801,12860,865,5415,28721,10,1,15,0,1823,445,229,0.75,0.15114435816402969,14,11,0,0,0,1,0,0,0
522,Hóng Xiùzhù,1,Katarina,85,61,0,14,16,173,12,5,12,16468,28738,0,4385,27225,14,2,27,0,1823,87,192,1.0,0.3377561978609315,13,16,5,2,0,0,1,0,0
523,OwOwatch33,1,Zeri,561,47,26,8,14,188,6,4,12,12877,16439,0,1869,16784,9,8,26,0,1823,142,132,0.75,0.19321190521206388,15,18,0,2,1,0,0,0,0
524,Rakuenz,1,Nautilus,39,44,42,9,14,60,3,3,14,11627,8564,0,1630,16292,23,11,48,0,1823,297,77,0.7083333333333334,0.10065901605390043,24,19,0,1,0,0,0,0,1
525,xShoie,0,Garen,78,17,55,2,16,212,2,5,0,15246,15315,0,1792,23698,9,2,16,0,1823,183,184,0.06060606060606061,0.18080567071618178,27,15,2,0,0,0,0,1,0
526,Freaka,0,MasterYi,64,7,31,7,14,42,2,11,5,11740,8756,0,6423,27657,9,2,20,0,1823,166,316,0.21212121212121213,0.10338076780937251,71,187,0,0,0,1,0,0,0
527,ThatGarboVi,0,Fizz,38,81,60,13,13,103,3,9,8,10472,18877,0,2521,24136,10,7,27,0,1823,152,290,0.3333333333333333,0.22286687961943125,61,149,1,0,0,0,1,0,0
528,Frommoh,0,Lucian,71,47,36,10,15,192,11,5,5,13769,28732,0,3067,23216,12,4,35,0,1823,89,122,0.48484848484848486,0.3392045048081543,120,308,1,3,1,0,0,0,0
529,Ausfreak,0,Nami,35,49,85,10,13,18,6,3,12,10931,13022,0,10192,11622,29,9,57,0,1823,219,54,0.5454545454545454,0.15374217704686016,47,141,0,2,0,0,0,0,1
530,undyingNoob,0,Malphite,58,33,38,9,12,80,1,9,5,9382,13672,0,1384,21377,6,1,13,0,1584,509,257,0.14634146341463414,0.18009049741160968,43,49,1,0,0,0,0,1,0
531,Frommoh,0,Graves,67,29,30,8,12,48,6,7,1,9894,18272,0,5708,21405,4,3,20,0,1584,435,268,0.17073170731707318,0.2406784484957684,33,49,1,4,0,1,0,0,0
532,GanjaGun,0,Yasuo,229,9,88,7,13,135,4,9,2,10776,17670,0,466,19917,5,0,12,0,1584,150,271,0.14634146341463414,0.232760880077018,45,54,1,2,0,0,1,0,0
533,Ausfreak,0,MissFortune,68,52,18,5,12,135,4,8,4,8611,15425,0,44,17063,5,4,12,0,1584,59,191,0.1951219512195122,0.20318962039836308,26,36,0,0,1,0,0,0,0
534,darknessher0,0,Galio,45,17,35,5,10,37,3,8,6,7274,10877,593,2018,23034,25,4,44,0,1584,48,199,0.21951219512195122,0.14328055361724085,45,83,1,0,0,0,0,0,1
535,SilliusSoddus,1,Ornn,60,51,44,14,15,129,5,5,19,13240,15268,0,3406,31593,6,1,12,0,1584,756,75,1.263157894736842,0.17425623078234526,77,147,1,2,0,0,0,1,0
536,DBlueHamster,1,Nocturne,119,23,55,18,15,36,15,2,16,14528,23094,0,14125,32549,9,2,25,0,1584,421,74,1.631578947368421,0.26358060976743547,42,106,2,0,0,1,0,0,0
537,Hyper Carnival,1,Viktor,81,15,83,76,15,134,9,3,14,13427,25185,0,538,12336,8,0,14,0,1584,236,51,1.2105263157894737,0.28744801348137655,30,78,1,2,0,0,1,0,0
538,SickestSikras,1,Jhin,81,36,29,20,13,131,9,6,12,11336,17557,0,4491,22432,7,1,12,0,1584,71,159,1.105263157894737,0.2003864650422328,58,203,0,1,1,0,0,0,0
539,Darth Wholefoods,1,Soraka,81,55,44,6,13,24,3,3,25,11197,6512,1196,36435,10232,19,8,47,0,1584,236,49,1.4736842105263157,0.07432868092660996,21,77,0,1,0,0,0,0,1
540,Giaolio,0,Sejuani,66,89,27,10,16,144,9,6,8,15085,26367,0,5210,37024,6,1,10,0,1904,213,133,0.34,0.2687982980101726,38,189,3,1,0,0,0,1,0
541,Frommoh,0,Nunu,100,55,247,13,14,44,7,10,10,12873,18624,0,21679,44158,4,2,20,0,1904,377,275,0.34,0.1898656167993844,38,289,2,2,0,1,0,0,0
542,Kelpy G,0,Lux,51,30,170,18,16,210,8,11,6,14844,19874,1418,0,21065,4,3,11,0,1904,443,430,0.28,0.20260863884637037,24,314,3,5,0,0,1,0,0
543,Ausfreak,0,MissFortune,83,88,26,5,13,144,10,11,5,11330,23203,0,1960,22033,10,3,17,0,1904,99,315,0.3,0.23653944477742708,16,116,0,2,1,0,0,0,0
544,Hallways,0,Renata,54,25,54,8,14,32,1,12,18,12239,10024,2073,2,21321,30,6,56,0,1904,393,280,0.38,0.10218800156664554,27,98,1,2,0,0,0,0,1
545,Mrkilleroh,1,Urgot,68,254,34,8,16,209,10,8,6,15964,24897,0,1997,27276,8,4,20,0,1904,577,226,0.45714285714285713,0.20398798482478275,81,56,4,0,0,0,0,1,0
546,xinnyboy,1,Kayn,147,70,36,14,17,44,7,6,12,16491,20614,0,18979,40486,15,3,36,0,1904,357,216,0.5428571428571428,0.16889625508006778,53,94,1,1,0,1,0,0,0
547,MikeRamsden,1,Akali,124,33,68,23,15,124,8,6,8,14274,23382,0,2069,23182,11,1,19,0,1904,64,170,0.45714285714285713,0.19158274912007156,67,96,3,1,0,0,1,0,0
548,xcgrief,1,Jhin,60,41,33,21,15,150,13,8,10,13125,22020,0,4675,20301,10,4,30,0,1904,176,228,0.6571428571428571,0.18041808979402055,55,105,0,1,1,0,0,0,0
549,Riv0972,1,Pyke,71,66,63,20,15,42,12,7,21,14148,31137,0,5379,23762,42,9,90,0,1904,258,236,0.9428571428571428,0.2551149211810574,70,194,2,1,0,0,0,0,1
550,Not Personal,0,Tryndamere,25,8,63,4,12,151,1,4,0,9551,1933,0,4402,17439,7,1,14,0,1312,20,123,0.038461538461538464,0.06485579073212404,17,4,0,2,0,0,0,1,0
551,Smurfdeezz,0,Shyvana,66,82,67,6,10,14,2,4,2,7110,5655,0,4297,18414,9,2,19,0,1312,147,133,0.15384615384615385,0.18965664761024734,10,4,0,1,0,1,0,0,0
552,JigaboJesus,0,Ziggs,112,26,32,6,12,140,1,7,2,9683,13365,0,0,12314,6,0,8,0,1312,165,194,0.11538461538461539,0.44823025548828854,22,4,0,1,0,0,1,0,0
553,Ausfreak,0,MissFortune,40,30,10,3,10,104,1,5,2,6698,6164,0,645,9523,4,0,6,0,1312,42,125,0.11538461538461539,0.20673193448122718,12,5,0,0,1,0,0,0,0
554,sezwarnie,0,Pyke,38,22,14,3,10,24,1,6,1,7193,2699,0,1299,11117,7,2,13,0,1312,129,71,0.07692307692307693,0.09052537168811288,15,5,0,0,0,0,0,0,1
555,xxxDMANxxx,1,Urgot,35,73,18,8,15,177,7,1,0,13085,17776,0,1224,12179,4,1,9,0,1312,258,27,1.1666666666666667,0.33274952164123706,9,48,5,5,0,0,0,1,0
556,Šhadow,1,FiddleSticks,8,78,66,6,12,16,3,0,3,9614,5445,0,12872,17390,2,4,42,0,1312,659,0,1.0,0.10193097133883712,9,24,0,0,0,1,0,0,0
557,Nuwin,1,Yone,160,30,28,6,14,143,2,3,4,11440,7666,0,407,11265,6,0,8,0,1312,93,55,1.0,0.14351310382739657,31,200,2,0,0,0,1,0,0
558,Ah help,1,Jhin,55,19,9,20,12,160,10,1,4,9848,11743,0,1453,9445,3,1,5,0,1312,54,14,2.3333333333333335,0.21983177302483606,27,86,2,5,1,0,0,0,0
559,blackpineapple,1,Zyra,60,51,38,7,11,29,4,1,9,8470,10789,0,250,9195,18,5,39,0,1312,161,21,2.1666666666666665,0.20197463016769318,20,61,0,4,0,0,0,0,1
560,Big Mood,1,Illaoi,75,89,34,8,17,196,7,3,3,17068,27022,0,8549,23801,10,0,22,0,1563,22,69,0.47619047619047616,0.32441748351297206,17,27,6,2,0,0,0,1,0
561,treasure planet,1,Kindred,152,46,54,4,14,43,17,7,3,12938,26845,0,12010,22623,2,1,11,0,1563,217,180,0.9523809523809523,0.3222864993137541,37,172,5,2,0,1,0,0,0
562,ILOVECOQANDBALLS,1,Orianna,134,82,30,9,15,168,5,3,4,14149,16581,397,2029,12136,9,1,31,0,1563,357,80,0.42857142857142855,0.19907236966522737,11,8,4,4,0,0,1,0,0
563,lIlIllIllIIIlll,1,Ashe,25,61,10,7,13,132,3,2,5,11130,8734,0,1171,12047,8,4,25,0,1563,502,21,0.38095238095238093,0.10485869778754137,15,44,0,5,1,0,0,0,0
564,i eat books,1,Nautilus,21,29,30,5,11,39,0,6,7,7599,4111,0,154,12278,21,0,47,0,1563,314,108,0.3333333333333333,0.04936494972050514,30,151,0,4,0,0,0,0,1
565,LastHitLunghi,0,Garen,69,16,53,4,14,178,3,5,0,12897,12249,0,810,20727,5,1,11,0,1563,119,169,0.09375,0.2307765194072693,15,19,2,1,0,0,0,1,0
566,Beastars,0,Kayn,103,63,52,8,13,31,2,8,5,10694,8095,0,9824,24716,6,1,13,0,1563,178,191,0.21875,0.1525097535278074,28,23,0,0,0,1,0,0,0
567,NOPAINNORAIN,0,Vladimir,152,12,49,6,13,127,2,10,5,10141,11837,0,9571,25823,7,0,14,0,1563,86,241,0.21875,0.2230159840695457,48,55,0,1,0,0,1,0,0
568,Ausfreak,0,MissFortune,66,62,20,5,14,167,13,2,5,11498,17413,0,896,12931,7,0,11,0,1563,224,16,0.5625,0.3280487530428326,24,65,5,2,1,0,0,0,0
569,Säi,0,Thresh,26,24,17,3,12,32,1,7,7,8597,3484,780,57,17103,14,5,35,0,1563,201,140,0.25,0.06564898995254506,26,75,0,2,0,0,0,0,1
570,allthemelons1,0,Trundle,158,61,22,12,16,192,7,7,1,15270,22511,0,6209,31587,10,2,22,0,2005,307,206,0.20512820512820512,0.2555111531401864,21,76,4,5,0,0,0,1,0
571,Vickers,0,Volibear,69,105,60,6,14,33,2,7,10,12250,10877,0,6808,29516,7,6,26,0,2005,461,269,0.3076923076923077,0.12346688247564375,27,97,0,0,0,1,0,0,0
572,Ausfreak,0,Ahri,81,111,36,43,16,191,8,10,7,14945,24184,0,3111,25383,10,5,30,0,2005,85,337,0.38461538461538464,0.2745048422705457,45,170,1,0,0,0,1,0,0
573,Mayziah,0,Jhin,79,36,36,28,14,197,9,8,4,12958,22426,0,3768,27461,15,3,30,0,2005,101,259,0.3333333333333333,0.25454632859537096,37,170,0,0,1,0,0,0,0
574,StandtheWOLRD,0,Yuumi,54,211,72,11,13,6,1,7,17,10493,8102,2823,16824,17085,18,6,49,0,2005,65,208,0.46153846153846156,0.0919707935182532,36,270,0,0,0,0,0,0,1
575,Jıınx,1,Lillia,135,54,63,8,18,175,6,3,8,18485,19813,0,13371,31631,11,0,18,0,2005,540,98,0.5185185185185185,0.18850566780170333,41,30,3,3,0,0,0,1,0
576,TheStacKing,1,Udyr,127,62,165,66,16,67,7,8,5,15254,13680,0,14707,37141,3,6,26,0,2005,156,199,0.4444444444444444,0.1301512820733657,34,39,1,0,0,1,0,0,0
577,Sharpeedo,1,Vex,81,32,50,29,16,129,8,6,12,15682,22932,0,3724,20124,12,3,43,0,2005,495,253,0.7407407407407407,0.21817192696190033,70,58,2,1,0,0,1,0,0
578,Xerlux,1,MissFortune,82,23,52,10,16,156,10,4,12,16420,25024,0,3165,15847,11,4,25,0,2005,298,66,0.8148148148148148,0.23808096069587512,57,38,1,3,1,0,0,0,0
579,MrCHACHA,1,Brand,58,78,55,11,15,84,8,6,7,13541,23659,0,2618,17799,43,5,75,0,2005,140,170,0.5555555555555556,0.22509016246715552,52,28,1,1,0,0,0,0,1
580,Der Der Der,1,Darius,146,163,55,24,18,189,21,11,11,24729,59500,0,23076,67226,18,3,34,0,2831,599,389,0.9411764705882353,0.2710493183779335,85,82,3,2,0,0,0,1,0
581,Vickers,1,Volibear,116,183,109,10,18,63,7,5,20,24416,30184,0,18732,54277,7,1,27,0,2831,705,186,0.7941176470588235,0.13750523107272547,49,55,0,0,0,1,0,0,0
582,Ausfreak,1,Ahri,139,185,57,41,18,259,9,5,21,23378,39340,0,7879,29488,17,6,38,0,2831,116,196,0.8823529411764706,0.17921248772001924,29,16,2,0,0,0,1,0,0
583,TrampCarPark,1,Twitch,57,69,47,22,18,243,17,9,14,24256,60266,0,6856,46147,16,5,33,1,2831,650,427,0.9117647058823529,0.27453974011528,42,54,1,4,1,0,0,0,0
584,EndlessPenguins,1,Seraphine,154,87,119,19,18,74,6,4,34,22717,30226,11387,28254,25654,38,24,122,0,2831,526,147,1.1764705882352942,0.1376932227140418,20,52,0,4,0,0,0,0,1
585,vxqvye,0,Sion,128,136,103,20,18,340,7,14,9,24161,45726,0,7841,90866,16,1,24,0,2831,1024,551,0.26229508196721313,0.277260762186174,260,173,3,5,0,0,0,1,0
586,isaac yang,0,Kayn,185,119,103,20,18,61,10,15,8,19900,32740,0,15143,54292,12,5,40,0,2831,279,677,0.29508196721311475,0.1985234865986334,50,84,1,0,0,1,0,0,0
587,Juice WRLÐ,0,Vladimir,339,21,119,16,18,228,11,11,7,20155,47610,0,35192,56330,18,0,24,0,2831,143,504,0.29508196721311475,0.2886853744121441,64,99,2,0,0,0,1,0,0
588,Ayviate,0,Caitlyn,105,45,29,11,18,262,6,8,12,19755,32450,0,7777,37664,17,4,31,0,2831,126,392,0.29508196721311475,0.19676162790646035,51,72,1,2,1,0,0,0,0
589,LoveIyz,0,Soraka,80,53,38,10,15,9,0,13,12,14328,6393,3013,24450,27169,51,6,91,0,2831,288,509,0.19672131147540983,0.03876874889658819,61,71,0,1,0,0,0,0,1
590,Qaexaebe,0,Darius,86,88,27,9,17,195,10,11,1,17637,26641,0,5391,36657,11,2,24,0,1952,247,335,0.2391304347826087,0.28343530304953746,25,46,7,4,0,0,0,1,0
591,Little Knight,0,LeeSin,177,161,124,8,13,28,3,6,7,11329,9230,750,6022,22607,14,5,32,0,1952,408,155,0.21739130434782608,0.09819671670780997,19,23,0,0,0,1,0,0,0
592,Ausfreak,0,Cassiopeia,135,13,288,7,16,203,6,7,8,15009,14293,0,5937,27104,10,8,30,0,1952,198,200,0.30434782608695654,0.1520677722596929,48,50,1,1,0,0,1,0,0
593,Vickers,0,Ezreal,258,36,35,11,15,169,7,10,7,13335,21258,0,1418,22124,9,8,38,0,1952,13,295,0.30434782608695654,0.2261617107328543,28,88,2,1,1,0,0,0,0
