Toe N Feet,False,MIDDLE,Graves,29,12,15,5,10,82,5,6,2,6522,13615,0,1667,12255,7,1,12,0,919,119,130,0,0,0,0,0,0
Hwaryun,False,BOTTOM,Kaisa,3,0,0,0,2,7,0,1,0,337,206,0,190,1091,1,0,1,0,919,0,8,0,0,0,0,0,0
EasterStitch,False,UTILITY,Seraphine,37,9,21,2,8,47,2,5,0,4959,3164,57,0,4936,5,0,6,0,919,64,75,0,0,0,0,0,0
Minato,False,TOP,Teemo,28,19,0,32,12,114,2,5,2,8735,12605,0,2056,10827,7,2,13,0,1241,274,116,0,0,0,0,0,0
Frommoh,False,JUNGLE,Graves,46,25,22,4,10,37,7,7,9,6869,12060,0,3219,17990,3,0,10,0,1241,285,159,0,0,0,0,0,0
Grulllz,False,MIDDLE,Sejuani,29,53,15,7,10,66,5,11,6,6932,15452,0,1963,20982,5,0,7,0,1241,88,214,0,0,0,0,0,0
cope,False,BOTTOM,Samira,66,14,22,10,11,108,7,9,5,7911,16751,0,4208,19920,4,2,7,0,1241,1,145,0,0,0,0,0,0
Lsmith96,False,UTILITY,Rakan,41,31,52,5,10,25,3,10,10,6470,6988,2702,2824,16691,14,2,23,0,1241,44,156,0,0,0,0,0,0
ThatGuyIsAndy,True,TOP,Renekton,45,20,52,6,14,145,5,1,1,12391,6528,0,4169,15187,6,3,15,0,1241,18,10,0,0,0,0,0,0
DRKO,True,JUNGLE,Kayn,131,52,35,11,13,19,9,1,8,11298,16097,0,17216,26161,3,0,13,0,1241,286,41,0,0,0,0,0,0
Daddy Simo,True,MIDDLE,Yasuo,148,13,55,4,12,88,5,7,5,9115,10886,0,1622,15381,7,3,21,0,1241,78,154,0,0,0,0,0,0
randomhukleberry,True,UTILITY,Senna,40,27,13,3,10,27,8,8,10,7021,15207,637,5702,13708,8,4,27,0,1241,134,147,0,0,0,0,0,0
HoldMyDagger,True,UTILITY,Vayne,84,0,9,6,12,100,15,7,7,8888,24907,0,6941,18025,4,4,16,0,1241,34,154,0,0,0,0,0,0
i miss dad,False,TOP,TahmKench,122,28,7,10,17,206,7,3,8,16556,18803,0,12855,33062,15,1,28,0,2124,1081,78,0,0,0,0,0,0
Frommoh,False,JUNGLE,XinZhao,83,107,0,11,16,58,6,6,11,16013,20187,0,22200,45333,7,1,24,0,2124,589,224,0,0,0,0,0,0
Chef Nam,False,MIDDLE,Leblanc,86,154,36,24,16,161,10,7,5,15079,17846,0,5063,28131,15,1,34,0,2124,29,257,0,0,0,0,0,0
fleee,False,BOTTOM,Ezreal,352,62,34,17,15,150,5,6,6,14676,22794,0,4841,24880,10,3,20,0,2124,198,127,0,0,0,0,0,0
Gavin Smavin,False,UTILITY,Zilean,204,81,92,9,15,61,2,6,11,13178,15104,889,6184,20600,29,3,49,0,2124,142,233,0,0,0,0,0,0
Lemmiwinkkz,True,TOP,Gnar,148,31,36,9,17,205,2,5,4,17486,20851,0,4744,26980,11,5,38,0,2124,626,132,0,0,0,0,0,0
