SummonerName,WinLoss,Lane,Champion,Q casts,W casts,E casts,R casts,ChampLevel,CS,Kills,Deaths,Assists,Exp,Damage,Shielding,Healing,Total Damage Taken,Wards Placed,Wards Killed,Vision Score,Penta Kills,Game Time seconds,Crowd Control,Time spent dead,Kill participation,Team damage percentage,Skillshots hit,Skillshots dodged,Solo kills,Turret plates taken
anjiye,False,UTILITY,Ahri,45,85,37,34,15,54,6,11,7,13432,21113,0,3459,18989,36,8,60,0,1982,68,293,0.23636363636363636,0.1995329938274462,16,28,4,2
IG KcNco,True,TOP,Nocturne,133,42,44,23,18,189,18,4,7,20563,34816,0,12395,36163,9,2,27,0,1982,733,141,0.625,0.27835218319724236,61,32,6,4
Ausfreak,True,JUNGLE,MasterYi,77,3,52,11,18,65,15,8,16,19785,32125,0,7734,32930,7,2,18,0,1982,142,300,0.775,0.25683535023421067,31,19,4,0
Vickers,True,MIDDLE,Annie,129,86,82,37,17,120,6,11,19,16763,30132,764,2421,22669,10,2,18,0,1982,203,322,0.625,0.24089989914038223,40,34,1,0
Flos hibisci,True,BOTTOM,Kalista,64,3,69,4,17,156,11,5,11,16958,19272,0,3865,21338,10,4,22,0,1982,55,190,0.55,0.1540771507370347,37,31,1,0
Frommoh,True,UTILITY,Pyke,51,44,32,10,14,39,4,12,13,12066,8735,0,2507,24065,40,12,101,0,1982,97,396,0.425,0.06983541669112997,54,35,1,0
sup dotey,True,TOP,Graves,108,28,47,15,18,291,9,7,12,23071,47359,0,5336,42923,13,1,25,0,2379,285,374,0.5384615384615384,0.32917323621188643,18,60,3,4
Vickers,True,JUNGLE,RekSai,222,158,103,13,17,37,6,10,6,17440,14791,0,17735,42579,14,5,42,0,2379,403,334,0.3076923076923077,0.10280637016309863,24,159,3,0
Frommoh,True,MIDDLE,Akali,164,35,61,27,18,154,13,10,6,19522,31689,0,2136,35630,7,4,24,0,2379,43,404,0.48717948717948717,0.22026065834959477,21,127,5,0
Ausfreak,True,BOTTOM,Caitlyn,50,57,15,10,17,208,5,6,10,17410,24582,0,4441,21143,11,4,28,0,2379,91,182,0.38461538461538464,0.17086544340782703,26,150,0,3
ads nanny,True,UTILITY,Lux,68,44,178,17,17,59,6,6,13,17244,25450,3494,1145,16228,29,4,71,0,2379,311,190,0.48717948717948717,0.17689429186759315,31,117,1,2
Cat Diddler,False,TOP,Warwick,87,4,39,10,18,202,9,8,7,19757,29563,0,19805,54787,7,2,15,0,2379,173,325,0.41025641025641024,0.23754759652800414,84,385,1,1
nTyler,False,JUNGLE,Shaco,46,70,96,76,16,32,3,7,5,15994,7432,0,10814,33590,3,4,23,0,2379,943,238,0.20512820512820512,0.05971845967241964,27,128,0,0
Rabbity,False,MIDDLE,AurelionSol,82,117,14,14,18,200,5,10,11,18993,18123,0,6177,36807,8,0,26,0,2379,353,344,0.41025641025641024,0.14562461907456814,54,514,1,0
Hyperkalemia,False,BOTTOM,Varus,107,9,57,17,17,206,10,7,11,17403,32582,0,2450,22299,10,3,16,0,2379,305,310,0.5384615384615384,0.2618031907573183,32,138,1,0
Antronach,False,UTILITY,Senna,80,67,21,13,17,44,12,7,17,17080,36752,1504,15975,30025,33,4,80,0,2379,248,257,0.7435897435897436,0.2953061339676898,50,185,1,1
Frommoh,True,TOP,Chogath,79,78,82,19,18,182,12,8,14,20125,41287,0,14123,68561,13,1,20,0,2203,2018,330,0.5652173913043478,0.2657973887209582,76,28,4,5
Ausfreak,True,JUNGLE,Hecarim,218,48,62,13,18,53,16,8,18,18791,26880,0,16741,44424,10,5,25,0,2203,282,300,0.7391304347826086,0.17305055546129441,31,39,2,4
Melon dog yyds,True,MIDDLE,Lissandra,105,57,79,13,16,139,2,13,22,16306,23002,0,4192,37531,5,6,28,0,2203,388,463,0.5217391304347826,0.14808374824788081,28,43,0,3
Vickers,True,BOTTOM,Jinx,102,66,15,10,18,200,14,9,13,18669,38906,0,3580,27591,11,1,34,0,2203,112,348,0.5869565217391305,0.25047286691347914,25,40,0,6
Feuhorbe,True,UTILITY,Shaco,40,87,60,268,16,47,6,8,18,15755,25256,0,778,21991,8,9,31,0,2203,459,293,0.5217391304347826,0.16259544065638742,13,31,2,3
ElfUnnir,False,TOP,Jayce,186,160,120,167,18,299,10,8,7,22370,40527,0,1180,27593,9,4,34,0,2203,272,218,0.34,0.2517790215943331,13,25,0,2
Uxbridge,False,JUNGLE,Warwick,112,18,80,14,17,35,11,9,16,16504,30303,0,30857,56821,5,2,12,0,2203,346,306,0.54,0.18826142237688692,47,60,2,0
waiheke troll,False,MIDDLE,Leblanc,71,76,35,23,16,93,9,11,12,15953,22050,0,1804,31142,13,1,23,0,2203,25,428,0.42,0.1369864130675151,34,69,1,0
Whomst,False,BOTTOM,Vayne,104,0,20,10,17,187,5,13,14,17526,40104,0,3277,35323,12,2,24,0,2203,53,452,0.38,0.2491487001260619,22,35,1,2
Big Maxi,False,UTILITY,Rell,146,81,52,13,16,44,11,9,23,15743,27979,0,3601,38409,16,2,39,0,2203,173,296,0.68,0.17382444283520299,51,62,0,2
Cave4life,False,TOP,Garen,97,21,77,9,18,236,9,11,2,19074,32821,0,2097,41919,13,2,21,0,2126,240,307,0.275,0.2784779930558415,99,62,3,1
Vickers,False,JUNGLE,Zac,59,181,80,9,17,41,5,7,14,16707,19325,0,42015,38738,7,4,20,0,2126,523,259,0.475,0.16397379226822678,55,66,1,0
Colemagoo,False,MIDDLE,Vex,145,37,70,37,18,220,11,6,6,18367,27207,0,2287,19227,15,1,27,0,2126,676,278,0.425,0.2308485980332079,29,37,2,2
Ausfreak,False,BOTTOM,MissFortune,90,67,32,6,14,155,6,8,8,12992,24001,0,1328,19863,7,2,14,0,2126,173,298,0.35,0.20364774515116021,25,19,1,2
Donny Kim,False,UTILITY,Lux,65,23,170,10,16,92,3,9,11,14898,14502,1280,430,15544,27,6,58,0,2126,353,226,0.35,0.12305187149156362,35,30,1,1
NoTwitch,True,TOP,Kled,126,0,71,9,17,212,13,10,8,18280,31327,0,4198,50144,11,2,20,0,2126,72,388,0.6176470588235294,0.2956973529707923,50,123,8,3
BamboonOnAcid,True,JUNGLE,Trundle,220,131,23,11,18,57,6,2,11,20341,21641,0,18708,40635,11,8,47,0,2126,889,46,0.5,0.20427584206218466,48,98,3,2
Pokiee,True,MIDDLE,Zed,134,145,132,17,18,247,13,8,5,18960,27640,0,3364,27396,5,2,18,0,2126,310,274,0.5294117647058824,0.26089984163684476,49,74,5,3
Refails,True,BOTTOM,Caitlyn,39,45,17,7,15,208,8,9,5,14426,18158,0,4618,23614,9,4,18,0,2126,85,297,0.38235294117647056,0.1713939272333266,48,167,1,1
Feed Me Harder,True,UTILITY,Blitzcrank,16,38,28,16,14,47,1,5,13,12137,7175,644,2467,22707,23,11,83,0,2126,424,169,0.4117647058823529,0.06773303609685169,64,65,0,1
Porkchops,False,TOP,Kayle,53,39,76,6,16,206,2,8,1,14758,11732,0,3995,25595,9,1,15,0,1872,230,284,0.1,0.16869029485059436,26,58,0,0
SAIK,False,JUNGLE,Rengar,155,57,60,9,14,36,3,6,3,11568,8183,0,8782,22637,4,6,25,0,1872,201,164,0.2,0.11766423579858898,16,30,0,0
Steve lrwin,False,MIDDLE,Yasuo,257,16,112,6,15,227,5,5,6,14141,16575,0,1023,17035,8,2,21,0,1872,139,160,0.36666666666666664,0.23831848103420655,33,33,2,4
Kakarotssj,False,BOTTOM,Ezreal,305,37,23,9,14,184,7,6,10,12346,22664,0,2744,16090,11,1,18,0,1872,86,155,0.5666666666666667,0.32586604159579813,20,18,1,2
Dr W,False,UTILITY,Blitzcrank,41,37,40,13,13,40,4,5,10,11197,10395,549,1756,21545,25,4,48,0,1872,135,125,0.4666666666666667,0.14946094672081192,38,49,0,3
Husky4Lyfe,True,TOP,Urgot,43,516,21,8,17,258,10,1,8,18232,26511,0,4946,18744,9,2,23,0,1872,269,0,0.8571428571428571,0.3520896625299297,35,48,2,3
Vickers,True,JUNGLE,Volibear,72,120,63,7,15,28,9,6,10,13934,15199,0,9490,27855,3,4,33,0,1872,446,129,0.9047619047619048,0.20185572983396977,43,32,1,0
Ausfreak,True,MIDDLE,Ahri,72,124,38,38,15,162,6,2,11,14461,12104,0,3638,10663,8,3,17,0,1872,73,48,0.8095238095238095,0.1607594482127473,14,25,1,0
Chimm,True,BOTTOM,Lucian,55,29,35,9,14,162,3,1,8,12318,11953,0,1488,12527,9,4,22,0,1872,59,40,0.5238095238095238,0.15875042929929964,24,27,0,1
ViolentButter,True,UTILITY,Nautilus,41,34,31,10,14,32,2,11,16,11562,9528,1324,1765,22033,17,3,34,0,1872,321,169,0.8571428571428571,0.1265447301240536,58,69,0,1
Hânk,True,TOP,Teemo,49,27,0,60,17,216,5,3,3,17405,23388,0,3278,18978,13,3,40,0,1900,310,91,0.32,0.2943928791957161,10,21,4,1
SuKA MaYa,True,JUNGLE,Yone,277,215,29,4,15,37,1,4,3,13397,6045,0,5837,20770,9,2,21,0,1900,335,110,0.16,0.07609604860091017,5,21,0,0
Qaexaebe,True,MIDDLE,Tristana,49,43,43,9,17,203,16,5,4,18260,27826,0,919,22086,11,4,27,0,1900,96,168,0.8,0.3502514017141325,21,37,8,0
Ausfreak,True,BOTTOM,Jinx,40,34,12,5,13,121,1,5,3,10326,6108,0,1403,12507,10,1,17,0,1900,34,162,0.16,0.07688173004549022,14,48,0,1
Vickers,True,UTILITY,Taliyah,106,41,28,4,13,57,3,8,8,11086,16078,0,677,17861,30,9,66,0,1900,195,228,0.44,0.20237794044375101,21,82,0,1
Hêntai Champion,False,TOP,Camille,147,40,90,6,15,182,4,4,3,14248,15625,0,7083,28948,4,5,15,0,1900,175,135,0.2692307692307692,0.24391809919943216,16,22,1,1
LOLOLOLOLOLOL,False,JUNGLE,MasterYi,58,10,27,7,15,59,8,6,1,13843,11921,0,7122,25328,6,3,20,0,1900,179,222,0.34615384615384615,0.18609982569043146,21,21,5,0
Vénus,False,MIDDLE,Lux,42,24,170,14,14,138,8,5,4,12963,18357,1405,1151,12166,13,6,27,0,1900,265,105,0.46153846153846156,0.2865738336854385,15,9,4,0
Ravi xd,False,BOTTOM,Jhin,75,33,24,23,14,191,5,4,5,12307,14810,0,4545,17788,11,2,16,0,1900,168,114,0.38461538461538464,0.23120109262859867,56,73,0,1
Juna,False,UTILITY,Janna,98,25,47,6,12,24,0,7,12,9878,3344,4095,6649,16053,28,12,74,0,1900,221,220,0.46153846153846156,0.05220714879609927,38,82,0,0
CvmSlvttSam69,True,TOP,Akali,94,11,35,12,13,160,6,2,1,11209,10755,0,776,15067,4,0,5,0,1420,46,81,0.3333333333333333,0.1416927552848589,8,10,3,0
Vickers,True,UTILITY,Annie,70,52,50,50,13,45,9,6,14,10362,20869,705,1298,11584,14,0,28,0,1420,76,129,1.0952380952380953,0.2749351397541139,35,53,3,4
Qaexaebe,True,MIDDLE,Akshan,81,11,80,5,12,104,6,8,9,9865,14940,0,164,15811,7,1,16,0,1420,33,220,0.7142857142857143,0.19683088580196803,38,38,1,1
Ausfreak,True,BOTTOM,Caitlyn,30,33,11,6,13,133,7,3,13,10352,11838,0,2378,8791,7,1,11,0,1420,32,46,0.9523809523809523,0.1559566702938144,18,33,0,1
phraizer,True,JUNGLE,LeeSin,165,151,119,8,15,36,15,2,11,13283,17502,1953,9961,23704,14,2,29,0,1420,427,37,1.2380952380952381,0.23058454886524482,54,63,2,3
Nathan23,False,TOP,Gangplank,65,16,71,6,11,101,2,9,2,8352,8043,0,2927,18115,7,0,10,0,1420,162,226,0.09302325581395349,0.1653618533644831,28,317,0,0
jagiya wae,False,JUNGLE,Rengar,98,62,52,6,11,10,4,9,7,7843,9739,0,7916,24497,4,2,15,0,1420,137,213,0.2558139534883721,0.2002370494513753,13,47,0,0
manutd88,False,MIDDLE,Azir,69,140,11,6,13,155,7,4,4,10677,14486,0,2034,15190,5,2,9,0,1420,145,108,0.2558139534883721,0.29781820083279004,16,42,1,1
west virginia,False,BOTTOM,Aphelios,46,47,0,4,12,114,3,10,3,9665,7116,0,1894,16699,5,1,10,0,1420,97,274,0.13953488372093023,0.14630868574297956,21,47,3,0
Vegemitee Toast,False,UTILITY,Renata,29,12,32,6,10,5,4,11,1,6467,9255,1256,319,22440,6,2,18,0,1420,176,269,0.11627906976744186,0.19027421060837202,20,28,2,0
cxqwaaah,False,TOP,Aatrox,179,36,46,15,18,187,11,10,8,19227,24441,0,14182,53053,9,2,18,0,2134,454,375,0.38,0.17709325853649638,90,34,5,3
nzwxxiw,False,JUNGLE,Graves,98,31,49,11,18,79,7,11,7,18831,20062,0,5959,34426,9,2,30,0,2134,567,341,0.28,0.1453614064734116,50,32,1,1
Vamosq,False,MIDDLE,Kassadin,61,84,56,126,16,124,5,12,4,16320,11729,0,4143,34556,11,1,24,0,2134,123,303,0.18,0.08498572454758763,51,23,0,1
Batkins,False,BOTTOM,Lucian,80,55,54,22,18,236,12,7,11,19810,24573,0,2144,23912,13,3,33,0,2134,27,290,0.46,0.17804655211138556,47,31,5,1
DKboss21,False,UTILITY,Senna,84,34,13,9,17,64,19,10,18,17623,57209,1802,12719,30137,13,2,33,0,2134,271,273,0.74,0.41451305833111884,58,31,7,2
xi gua xiao zi,True,TOP,Vayne,103,0,14,13,17,144,11,13,8,16577,29029,0,1463,32533,6,2,14,0,2134,67,423,0.35185185185185186,0.21664172490332706,29,40,0,1
NBG  Macca,True,JUNGLE,Garen,99,27,67,10,17,103,8,15,17,17011,18271,0,7793,50155,1,4,16,0,2134,268,436,0.46296296296296297,0.13635582082366215,27,56,0,4
El Grubbo,True,MIDDLE,Malzahar,122,87,88,13,18,200,15,9,13,19124,39903,0,416,26553,11,0,19,0,2134,727,332,0.5185185185185185,0.29778616503879884,18,34,3,6
Qaexaebe,True,BOTTOM,Sivir,142,109,22,14,18,253,12,8,16,19495,36316,0,3662,30583,9,1,20,0,2134,90,257,0.5185185185185185,0.2710196688377393,31,35,2,2
Ausfreak,True,UTILITY,Nami,35,77,107,11,16,12,4,9,32,16028,10478,0,15127,20522,23,5,57,0,2134,241,219,0.6666666666666666,0.07819662039647263,12,31,2,2
md5793,True,TOP,Tryndamere,30,15,165,13,18,206,12,11,16,23941,34201,0,9945,43775,11,4,22,0,2488,105,481,0.4375,0.20841956543851264,43,33,6,3
UnstableGoat,True,MIDDLE,TwistedFate,131,251,0,16,18,212,11,15,17,22865,29008,0,4712,39488,10,1,9,0,2488,422,457,0.4375,0.17677657933920615,47,57,0,3
BennyBoy,True,BOTTOM,Zeri,1007,55,50,13,18,269,20,6,20,23976,58289,0,6904,31183,11,2,28,0,2488,208,182,0.625,0.3552107718121452,25,57,1,5
holy mistake,True,JUNGLE,MasterYi,68,14,42,14,18,52,7,17,13,20182,19153,0,6140,44233,2,0,14,0,2488,199,542,0.3125,0.11671678148397926,41,54,1,0
justbleed,True,UTILITY,JarvanIV,100,60,134,24,18,45,7,15,31,19425,23445,3758,3913,41431,53,12,116,0,2488,269,525,0.59375,0.1428763019261567,46,63,1,4
Gatordad,False,TOP,Urgot,35,97,28,13,18,181,9,12,13,19875,23876,0,3274,39978,15,8,55,0,2488,493,447,0.38596491228070173,0.15608404544676158,184,279,1,0
Angus,False,JUNGLE,Shaco,57,62,72,92,18,96,27,10,9,22705,39508,0,12663,40335,6,9,36,0,2488,679,382,0.631578947368421,0.2582778318207514,124,280,7,0
WhiteSakura,False,MIDDLE,Ahri,132,111,59,67,18,206,16,8,19,21774,45103,0,11643,38381,13,3,26,0,2488,144,342,0.6140350877192983,0.2948560469337818,121,291,7,5
Qaexaebe,False,BOTTOM,Caitlyn,65,40,21,8,18,216,10,15,14,19624,31657,0,4340,36533,13,1,28,0,2488,117,534,0.42105263157894735,0.20695279241977196,146,339,2,0
Ausfreak,False,UTILITY,Blitzcrank,32,57,26,16,16,33,2,12,17,15635,12823,0,1305,32140,24,12,77,0,2488,245,391,0.3333333333333333,0.08382928337893321,243,525,0,0
Ketalar,False,TOP,Fiora,75,10,26,4,10,92,3,5,0,7295,8194,0,1251,12486,5,1,11,0,1036,43,121,0.16666666666666666,0.29384771832714757,20,88,2,0
Uzł,False,JUNGLE,Amumu,29,60,60,3,9,7,2,4,1,5557,4660,0,2679,13044,3,1,7,0,1036,169,106,0.16666666666666666,0.1671382296688364,23,73,0,0
koreangilr,False,MIDDLE,Veigar,75,20,16,4,10,97,2,5,0,6872,4380,0,226,9880,3,0,5,0,1036,29,99,0.1111111111111111,0.1570887307215436,40,139,1,0
pca,False,BOTTOM,Ezreal,104,13,13,5,9,79,1,1,2,5391,6897,0,284,6078,6,0,7,0,1036,0,10,0.16666666666666666,0.2473525036946507,19,56,0,0
Rywyjiju,False,UTILITY,Senna,25,20,7,3,8,9,0,3,4,4969,3752,186,3910,5331,10,2,18,0,1036,71,30,0.2222222222222222,0.13457281758782172,18,44,0,0
Rocky12Noob,True,TOP,Sett,50,21,26,4,12,90,6,1,3,9119,8783,0,1692,10837,3,1,7,0,1036,92,8,1.125,0.24400462939663609,12,16,4,5
Liam134590,True,JUNGLE,Ekko,73,24,47,1,10,14,3,1,2,6779,5935,0,5598,13484,1,0,8,0,1036,232,30,0.625,0.16489062129375406,12,13,0,1
DebaucherySeraph,True,MIDDLE,Ashe,12,73,13,8,11,117,2,2,6,8089,6594,0,0,3966,6,1,18,0,1036,431,57,1,0.18319164065034346,9,8,1,3
Qaexaebe,True,BOTTOM,Caitlyn,32,20,18,4,10,122,7,4,3,6211,11424,0,2082,10025,5,3,11,0,1036,51,57,1.25,0.3173910763358031,22,24,1,7
Ausfreak,True,UTILITY,Blitzcrank,12,16,11,4,9,25,0,0,9,5310,3258,277,438,5465,10,1,15,0,1036,44,0,1.125,0.09052203232346329,25,27,0,6
wham,True,TOP,Renekton,35,16,28,2,11,123,2,1,3,8281,3777,0,1221,8288,5,1,8,0,990,17,14,1.25,0.12432809601817839,23,3,1,2
Kebab Box,True,JUNGLE,Mordekaiser,96,16,38,3,11,25,3,0,5,8397,6874,0,5822,13883,1,2,7,0,990,166,0,2,0.2262436676958351,4,5,1,3
Ausfreak,True,UTILITY,Blitzcrank,11,21,12,4,9,19,0,2,9,5643,3259,0,164,5951,5,1,10,0,990,59,51,2.25,0.10726459260970585,15,27,0,2
Gallade,True,MIDDLE,Vex,37,15,26,11,11,101,5,1,0,7544,7034,0,304,4646,6,2,16,0,990,236,12,1.25,0.23152734613188092,2,0,1,1
Qaexaebe,True,BOTTOM,Jhin,57,27,18,12,10,121,11,0,2,6941,9438,0,1378,5560,6,0,7,0,990,59,0,3.25,0.31063629754439975,5,25,3,3
pingabruh,False,TOP,Vayne,42,0,7,1,10,115,1,4,0,6919,6343,0,399,6175,5,1,10,0,990,10,68,0.047619047619047616,0.2907142726080261,0,0,0,0
Antismurf,False,JUNGLE,Zac,26,73,23,3,9,10,2,1,1,5292,4093,0,11048,12249,3,1,10,0,990,254,27,0.14285714285714285,0.1876012146881404,5,4,0,0
earl tshirt,False,MIDDLE,Vladimir,145,4,27,3,10,120,0,3,1,6889,3245,0,5090,8401,2,0,8,0,990,38,69,0.047619047619047616,0.14873808617026846,23,6,0,0
Nezukó,False,BOTTOM,MissFortune,41,17,10,1,9,118,1,7,0,5204,3971,0,0,8199,3,0,4,0,990,47,126,0.047619047619047616,0.18202308990491312,5,14,1,1
Cat Go Brr,False,UTILITY,Zyra,25,29,17,3,8,14,0,6,1,4242,4166,0,0,5584,7,2,15,0,990,122,86,0.047619047619047616,0.1909233366286519,7,7,0,1
Homerphobic,True,TOP,Darius,83,76,26,6,15,140,11,5,5,14268,18867,0,9374,33033,9,1,16,0,1810,196,123,0.7619047619047619,0.23231881731627946,71,61,3,2
Lost Desires,True,JUNGLE,Diana,93,53,47,9,16,57,13,5,5,15664,22051,0,8171,28119,2,0,32,0,1810,179,183,0.8571428571428571,0.2715230070379466,52,50,4,4
H S N ,True,MIDDLE,Yasuo,221,26,131,8,16,198,3,4,6,14851,14277,0,890,16535,9,0,16,0,1810,98,143,0.42857142857142855,0.1758048847755716,51,74,0,0
Kougami Shinya,True,BOTTOM,Zeri,750,49,43,9,15,190,4,1,8,14011,19600,0,4410,23637,10,3,30,0,1810,95,47,0.5714285714285714,0.24134416962094418,37,82,0,5
fingerer,True,UTILITY,Soraka,84,39,34,8,14,11,1,6,16,11992,6416,1723,31831,17670,20,3,50,0,1810,157,178,0.8095238095238095,0.07900912124925821,49,42,1,1
TOPINS10EZ,False,TOP,Garen,93,16,72,9,16,235,4,9,3,16107,23652,0,3012,33421,7,1,19,0,1810,271,266,0.21875,0.2660590558056555,128,161,3,4
Qaexaebe,False,JUNGLE,Khazix,181,93,45,25,15,56,12,9,1,13068,25807,0,10697,30305,6,1,17,0,1810,347,261,0.40625,0.2903009627471718,66,87,2,3
Ausfreak,False,MIDDLE,Ahri,84,119,33,31,14,156,3,7,6,12315,21359,0,2304,17963,8,1,18,0,1810,63,218,0.28125,0.24027221871750024,46,154,1,4
Sushi Lover,False,BOTTOM,Jinx,109,26,17,11,14,175,2,3,4,11960,12025,0,2225,16577,7,1,12,0,1810,45,93,0.1875,0.13527673897122766,111,187,0,0
NTVZ vMystique,False,UTILITY,Lulu,62,67,90,9,13,15,0,4,9,11423,6053,3539,364,12299,28,2,47,0,1810,387,113,0.28125,0.06809102375844481,63,196,0,0
Darc114,True,TOP,Yorick,140,20,49,4,16,210,4,1,1,14702,21296,0,5815,20184,7,0,16,0,1598,197,30,0.2631578947368421,0.2561099033553739,34,10,2,3
Qaexaebe,True,JUNGLE,Kayn,121,77,57,18,15,41,13,8,11,13740,20437,0,7958,24642,6,4,16,0,1598,235,223,1.263157894736842,0.24578430820337543,19,14,1,0
Ausfreak,True,MIDDLE,Ahri,83,95,25,37,14,143,10,5,9,12819,15992,0,3912,14096,11,2,21,0,1598,57,141,1,0.19233098934713871,27,9,2,0
Søy Sauce,True,BOTTOM,Ezreal,215,31,17,11,14,151,6,2,15,11781,17931,0,2437,8518,12,1,20,0,1598,0,40,1.105263157894737,0.21564789650300886,8,12,1,3
Spring Røll,True,UTILITY,Lux,33,35,74,7,13,16,1,3,19,10001,7494,841,759,6981,19,4,45,0,1598,151,63,1.0526315789473684,0.09012690259110309,14,2,1,3
bream,False,TOP,Ornn,74,53,21,12,14,169,2,4,2,11640,12747,0,1904,28888,7,2,15,0,1598,559,114,0.11764705882352941,0.23932734043732873,37,19,0,4
Sushi Lover,False,JUNGLE,Vi,71,0,70,9,13,9,4,7,4,10304,6337,0,4131,21233,8,0,18,0,1598,218,239,0.23529411764705882,0.11899175762280179,41,49,1,0
NTVZ vMystique,False,MIDDLE,Malzahar,62,80,67,7,15,188,2,6,7,13028,14549,0,4,13646,15,6,32,0,1598,240,171,0.2647058823529412,0.2731695389502304,44,52,0,0
jinan05,False,BOTTOM,Kaisa,53,21,45,5,12,166,6,9,3,9665,11073,0,1398,16424,8,4,22,0,1598,4,237,0.2647058823529412,0.20790552340334653,43,67,0,1
Gitriella,False,UTILITY,Nautilus,33,29,22,8,12,43,5,8,9,8808,8554,714,430,18628,11,6,32,0,1598,293,208,0.4117647058823529,0.1606058395862926,108,94,0,1
Awolotl,True,Invalid,Kled,86,0,42,6,18,50,9,6,25,20446,21380,0,5694,42993,0,0,0,0,1201,31,144,0.8292682926829268,0.206944581133325,87,110,0,0
Ojjin,True,Invalid,Pantheon,57,23,16,4,17,22,8,12,17,16732,16531,0,2645,27127,0,0,0,0,1201,21,260,0.6097560975609756,0.16001155130791,72,116,0,0
Your Lin Brother,True,Invalid,Ahri,68,59,31,19,18,63,9,5,25,19107,23793,0,4662,17480,0,0,0,0,1201,49,146,0.8292682926829268,0.2303000046920572,39,63,0,0
Rainbow Fish,True,Invalid,Taric,85,43,30,7,18,17,1,10,42,18875,4265,6344,15762,33345,0,0,0,0,1201,84,236,1.048780487804878,0.04128528263481734,111,90,0,0
jcuuub,True,Invalid,MissFortune,38,53,42,12,18,100,22,8,20,20940,37344,0,2144,19713,0,0,0,0,1201,309,220,1.024390243902439,0.3614585802318905,34,58,0,0
Clakey,False,Invalid,Orianna,111,70,67,7,18,55,4,8,28,18741,23788,3037,1282,15480,0,0,0,0,1201,405,160,0.6530612244897959,0.19218083579054573,43,337,0,0
Cyclops12,False,Invalid,Pyke,64,33,23,18,16,17,13,12,9,15963,13024,0,3875,21853,0,0,0,0,1201,161,264,0.4489795918367347,0.10522254989437363,62,622,0,0
MVPete,False,Invalid,Neeko,54,37,49,10,17,40,7,9,19,16692,25868,0,2127,19501,0,0,0,0,1201,124,206,0.5306122448979592,0.2089866499293911,76,490,1,0
Frommoh,False,Invalid,Zyra,113,105,64,17,18,80,11,8,22,20006,44327,0,3080,20804,0,0,0,0,1201,381,200,0.673469387755102,0.358113329506671,54,494,0,0
Ausfreak,False,Invalid,Volibear,38,33,24,7,17,19,6,12,21,16831,16771,0,3892,32813,0,0,0,0,1201,566,228,0.5510204081632653,0.13549663487901853,109,426,0,0
Easy Going,True,Invalid,Maokai,58,24,52,6,15,15,1,7,28,13587,12430,0,4667,20847,0,0,0,0,877,391,144,0.9354838709677419,0.14842802352394416,108,194,0,0
YEAONAIWOHE,True,Invalid,Irelia,112,23,48,5,14,75,9,7,17,12891,15200,0,4187,21353,0,0,0,0,877,90,150,0.8387096774193549,0.1815065760082673,101,200,0,0
MVPete,True,Invalid,Varus,68,31,43,10,15,22,11,4,25,14416,22776,0,4492,12321,0,0,0,0,877,210,74,1.1612903225806452,0.2719677585432789,40,121,1,0
Frommoh,True,Invalid,Corki,45,13,27,84,15,39,6,5,24,13594,17110,0,3707,12627,0,0,0,0,877,30,124,0.967741935483871,0.20430999605309838,44,115,1,0
Ausfreak,True,Invalid,MasterYi,25,7,18,6,14,10,16,8,13,12831,16229,0,2030,14874,0,0,0,0,877,28,172,0.9354838709677419,0.19378764587141123,46,219,1,0
NiiÑa,False,Invalid,Ziggs,67,34,31,6,14,28,2,6,9,12030,14229,0,1233,11148,0,0,0,0,877,205,136,0.2558139534883721,0.20681662074508356,17,132,0,0
Your Lin Brother,False,Invalid,Heimerdinger,47,39,27,7,14,35,4,8,15,12542,14077,0,1661,14700,0,0,0,0,877,102,162,0.4418604651162791,0.20460470332428016,30,169,0,0
Rainbow Fish,False,Invalid,Orianna,97,58,50,7,14,57,15,8,13,12878,20986,2090,1107,15198,0,0,0,0,877,220,150,0.6511627906976745,0.3050182487941983,39,237,0,0
Coiki Chirac,False,Invalid,Singed,30,21,21,5,14,18,3,12,20,11756,12460,0,748,24429,0,0,0,0,877,420,250,0.5348837209302325,0.18109634244334313,57,415,0,0
jcuuub,False,Invalid,Rakan,24,33,56,7,14,12,7,9,15,11992,7049,1710,2663,22731,0,0,0,0,877,118,198,0.5116279069767442,0.10246408469309486,65,264,0,0
Weeweck,False,TOP,Darius,43,28,13,1,12,119,1,4,1,9414,6075,0,1441,13322,7,1,12,0,1293,76,95,0.08,0.14856149158637957,16,40,1,0
kingjaf,False,JUNGLE,Jax,44,95,49,3,12,18,3,3,3,8760,5493,0,4394,16683,7,1,16,0,1293,313,80,0.24,0.13434666162998798,24,170,1,0
SachyBoi,False,MIDDLE,Kaisa,35,27,73,3,12,126,2,1,1,8642,5068,0,1423,8667,6,0,9,0,1293,10,39,0.12,0.12394276226060248,35,21,1,0
braydenbox,False,BOTTOM,Caitlyn,45,9,18,4,10,111,5,6,2,6864,13164,0,686,10419,5,1,8,0,1293,42,169,0.28,0.32193843288373897,19,53,0,1
Scanino,False,UTILITY,Renata,44,15,41,6,9,15,2,11,6,5557,11090,804,144,19945,20,8,46,0,1293,171,227,0.32,0.271210651639291,37,53,0,2
